Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,Revenue,Order_Date,Sales_Channel,Region,Profit,Month_Name,Year,Day_Type,Year_Quarter
2669,Women,Training,Flex Trainer,XL,2,0.0,2025-06-26,Retail,Pune,1737.23,June,2025,Working Day,2
2671,Kids,Running,Air Zoom,XL,2,0.0,2025-06-26,Retail,Pune,491.18,June,2025,Working Day,2
2672,Women,Lifestyle,Air Force 1,XL,2,0.0,2024-08-04,Online,Mumbai,67.58,August,2024,Weekend,3
2673,Kids,Running,Pegasus Turbo,11,2,0.0,2025-01-25,Retail,Pune,742.85,January,2025,Weekend,1
2674,Women,Lifestyle,Waffle One,7,1,0.0,2025-01-25,Online,Pune,3357.12,January,2025,Weekend,1
2675,Women,Soccer,Premier III,12,3,0.0,2025-04-04,Online,Hyderabad,2731.71,April,2025,Working Day,2
2676,Men,Running,Air Zoom,10,2,0.0,2025-05-13,Online,Delhi,3932.36,May,2025,Working Day,2
2677,Men,Lifestyle,Air Force 1,M,2,0.0,2024-11-06,Retail,Bangalore,1745.96,November,2024,Working Day,4
2678,Kids,Running,Pegasus Turbo,UNKNOWN,0,0.0,2024-11-06,Retail,Pune,3483.11,November,2024,Working Day,4
2679,Men,Training,Flex Trainer,M,2,0.0,2024-07-05,Online,Bangalore,2447.58,July,2024,Working Day,3
2680,Kids,Training,Metcon 7,UNKNOWN,2,0.0,2025-07-21,Retail,Pune,1044.98,July,2025,Working Day,3
2681,Women,Running,Pegasus Turbo,8,2,0.0,2024-08-28,Online,Delhi,3597.08,August,2024,Working Day,3
2682,Men,Basketball,LeBron 20,XL,4,0.0,2024-08-28,Retail,Pune,3614.76,August,2024,Working Day,3
2683,Kids,Lifestyle,Dunk Low,XL,1,0.0,2025-06-12,Online,Mumbai,1119.71,June,2025,Working Day,2
2684,Men,Lifestyle,Blazer Mid,L,0,0.0,2025-04-11,Retail,Mumbai,1556.61,April,2025,Working Day,2
2685,Kids,Lifestyle,Dunk Low,M,4,0.0,2025-05-22,Retail,Hyderabad,1377.72,May,2025,Working Day,2
2686,Women,Lifestyle,Blazer Mid,L,2,0.0,2025-07-03,Retail,Hyderabad,761.26,July,2025,Working Day,3
2687,Women,Lifestyle,Waffle One,8,1,0.0,2024-09-30,Retail,Delhi,1457.93,September,2024,Working Day,3
2689,Women,Basketball,LeBron 20,UNKNOWN,2,0.0,2025-01-28,Retail,Mumbai,1402.81,January,2025,Working Day,1
2690,Kids,Training,Metcon 7,6,2,0.0,2024-11-21,Online,Mumbai,1125.71,November,2024,Working Day,4
2692,Women,Training,Metcon 7,XL,2,0.0,2024-06-02,Online,Bangalore,2528.27,June,2024,Weekend,2
2693,Kids,Training,ZoomX Invincible,10,2,0.0,2025-05-11,Online,Bangalore,262.12,May,2025,Weekend,2
2694,Women,Training,Metcon 7,M,2,0.0,2024-07-25,Online,Hyderabad,249.45,July,2024,Working Day,3
2695,Men,Basketball,Air Jordan,L,1,0.0,2024-10-12,Online,Hyderabad,3234.28,October,2024,Weekend,4
2696,Women,Lifestyle,Blazer Mid,L,2,0.0,2024-11-22,Online,Mumbai,66.43,November,2024,Working Day,4
2697,Men,Basketball,Air Jordan,M,1,0.0,2025-06-25,Online,Delhi,681.86,June,2025,Working Day,2
2698,Men,Basketball,LeBron 20,XL,2,0.0,2025-02-21,Retail,Mumbai,1680.5,February,2025,Working Day,1
2699,Men,Lifestyle,Dunk Low,XL,0,0.0,2025-02-21,Online,Mumbai,1052.65,February,2025,Working Day,1
2700,Kids,Training,Metcon 7,XL,0,0.0,2025-07-11,Retail,Bangalore,1423.83,July,2025,Working Day,3
2701,Men,Training,SuperRep Go,XL,2,0.0,2024-11-29,Online,Delhi,2007.01,November,2024,Working Day,4
2702,Men,Basketball,Kyrie Flytrap,XL,0,0.0,2024-12-16,Online,Pune,687.32,December,2024,Working Day,4
2703,Kids,Running,Pegasus Turbo,L,2,0.0,2025-06-24,Online,Kolkata,637.13,June,2025,Working Day,2
2704,Women,Basketball,LeBron 20,L,2,0.0,2024-01-07,Online,Hyderabad,1765.36,January,2024,Weekend,1
2705,Men,Running,Pegasus Turbo,UNKNOWN,2,0.0,2024-01-07,Retail,Pune,37.88,January,2024,Weekend,1
2706,Women,Training,ZoomX Invincible,XL,0,0.0,2025-05-08,Retail,Kolkata,3153.1,May,2025,Working Day,2
2707,Men,Running,Free RN,XL,2,0.0,2024-10-14,Online,Hyderabad,2913.41,October,2024,Working Day,4
2708,Kids,Basketball,Kyrie Flytrap,L,2,0.0,2024-10-14,Online,Hyderabad,237.9,October,2024,Working Day,4
2709,Kids,Running,Free RN,10,1,3277.55,2025-03-08,Retail,Delhi,2835.93,March,2025,Weekend,1
2710,Women,Lifestyle,Blazer Mid,M,2,0.0,2024-07-22,Retail,Bangalore,987.12,July,2024,Working Day,3
2711,Men,Soccer,Mercurial Superfly,7,2,0.0,2024-07-22,Online,Delhi,756.18,July,2024,Working Day,3
2712,Women,Running,Pegasus Turbo,XL,2,0.0,2024-07-22,Retail,Delhi,3024.11,July,2024,Working Day,3
2713,Men,Lifestyle,Air Force 1,L,1,3544.81,2025-05-10,Retail,Kolkata,3663.49,May,2025,Weekend,2
2715,Kids,Basketball,LeBron 20,L,0,0.0,2025-06-13,Online,Kolkata,1164.37,June,2025,Working Day,2
2716,Kids,Training,SuperRep Go,M,0,0.0,2024-11-17,Online,Pune,1344.73,November,2024,Weekend,4
2717,Men,Running,Free RN,M,0,0.0,2024-11-17,Online,Delhi,3055.36,November,2024,Weekend,4
2718,Men,Basketball,LeBron 20,7,2,0.0,2024-03-22,Retail,Bangalore,637.62,March,2024,Working Day,1
2719,Women,Training,Metcon 7,UNKNOWN,2,0.0,2024-03-22,Retail,Kolkata,2066.12,March,2024,Working Day,1
2720,Kids,Training,ZoomX Invincible,M,2,0.0,2023-11-11,Retail,Delhi,2548.78,November,2023,Weekend,4
2721,Kids,Training,Flex Trainer,L,0,0.0,2023-11-11,Online,Bangalore,1275.23,November,2023,Weekend,4
2722,Women,Lifestyle,Dunk Low,L,0,0.0,2024-09-30,Online,Kolkata,818.65,September,2024,Working Day,3
2723,Women,Lifestyle,Dunk Low,XL,2,0.0,2025-03-10,Online,Kolkata,221.41,March,2025,Working Day,1
2724,Women,Training,Flex Trainer,L,2,0.0,2025-01-16,Online,Delhi,1190.2,January,2025,Working Day,1
2726,Women,Training,Flex Trainer,UNKNOWN,2,0.0,2024-08-19,Retail,Pune,1392.27,August,2024,Working Day,3
2727,Men,Lifestyle,Waffle One,M,2,0.0,2025-04-29,Online,Kolkata,2004.4,April,2025,Working Day,2
2729,Kids,Training,Flex Trainer,UNKNOWN,2,0.0,2025-04-29,Retail,Delhi,2079.06,April,2025,Working Day,2
2730,Women,Lifestyle,Dunk Low,UNKNOWN,1,0.0,2025-03-28,Online,Hyderabad,2140.93,March,2025,Working Day,1
2731,Kids,Lifestyle,Dunk Low,M,3,0.0,2025-03-28,Online,Kolkata,3961.27,March,2025,Working Day,1
2732,Women,Training,SuperRep Go,M,0,0.0,2025-03-01,Online,Hyderabad,1045.5,March,2025,Weekend,1
2733,Women,Running,Free RN,L,2,0.0,2024-11-22,Online,Pune,1908.63,November,2024,Working Day,4
2734,Women,Soccer,Tiempo Legend,UNKNOWN,1,0.0,2025-07-10,Online,Bangalore,1229.08,July,2025,Working Day,3
2735,Kids,Running,Free RN,XL,2,0.0,2024-08-05,Online,Kolkata,928.63,August,2024,Working Day,3
2736,Men,Soccer,Tiempo Legend,UNKNOWN,2,0.0,2025-02-22,Retail,Delhi,3042.49,February,2025,Weekend,1
2737,Kids,Basketball,Kyrie Flytrap,XL,2,0.0,2024-09-10,Retail,Mumbai,144.37,September,2024,Working Day,3
2738,Women,Training,ZoomX Invincible,M,3,0.0,2025-05-11,Retail,Pune,712.53,May,2025,Weekend,2
2739,Kids,Running,Free RN,L,2,0.0,2025-02-04,Online,Kolkata,2350.69,February,2025,Working Day,1
2740,Women,Lifestyle,Air Force 1,XL,1,0.0,2025-01-15,Retail,Bangalore,3820.48,January,2025,Working Day,1
2741,Women,Training,SuperRep Go,L,2,0.0,2025-01-15,Online,Hyderabad,295.49,January,2025,Working Day,1
2742,Kids,Lifestyle,Blazer Mid,XL,2,0.0,2024-11-14,Online,Mumbai,3746.48,November,2024,Working Day,4
2744,Men,Running,Pegasus Turbo,UNKNOWN,1,0.0,2024-12-31,Retail,Delhi,154.17,December,2024,Working Day,4
2745,Men,Soccer,Phantom GT,XL,1,0.0,2024-12-31,Retail,Hyderabad,501.65,December,2024,Working Day,4
2746,Women,Basketball,Air Jordan,L,1,0.0,2024-09-21,Online,Mumbai,1044.46,September,2024,Weekend,3
2747,Men,Soccer,Tiempo Legend,XL,4,0.0,2024-08-14,Online,Delhi,609.36,August,2024,Working Day,3
2748,Men,Basketball,Kyrie Flytrap,XL,2,0.0,2024-08-14,Retail,Pune,1010.96,August,2024,Working Day,3
2750,Women,Lifestyle,Dunk Low,L,2,0.0,2025-03-09,Online,Hyderabad,2924.09,March,2025,Weekend,1
2751,Men,Basketball,Air Jordan,XL,2,0.0,2025-03-09,Retail,Delhi,2857.99,March,2025,Weekend,1
2752,Kids,Lifestyle,Waffle One,UNKNOWN,0,0.0,2025-02-23,Retail,Pune,341.26,February,2025,Weekend,1
2753,Men,Running,Pegasus Turbo,L,2,0.0,2024-12-02,Retail,Kolkata,364.23,December,2024,Working Day,4
2754,Kids,Training,ZoomX Invincible,XL,1,0.0,2025-01-03,Online,Kolkata,3565.12,January,2025,Working Day,1
2755,Men,Running,React Infinity,M,3,0.0,2024-12-24,Online,Bangalore,161.95,December,2024,Working Day,4
2756,Women,Lifestyle,Waffle One,UNKNOWN,2,0.0,2023-09-21,Retail,Bangalore,1491.91,September,2023,Working Day,3
2757,Men,Soccer,Phantom GT,UNKNOWN,0,0.0,2025-05-21,Online,Hyderabad,271.85,May,2025,Working Day,2
2758,Women,Lifestyle,Waffle One,M,2,0.0,2024-01-26,Online,Pune,3986.03,January,2024,Working Day,1
2759,Kids,Soccer,Premier III,UNKNOWN,2,0.0,2024-01-26,Retail,Delhi,1822.72,January,2024,Working Day,1
2760,Men,Training,SuperRep Go,7,2,0.0,2025-05-28,Online,Mumbai,1496.19,May,2025,Working Day,2
2761,Kids,Soccer,Premier III,M,4,0.0,2024-07-31,Retail,Delhi,2588.03,July,2024,Working Day,3
2762,Women,Running,Pegasus Turbo,L,2,0.0,2024-07-31,Retail,Mumbai,355.55,July,2024,Working Day,3
2763,Women,Soccer,Phantom GT,10,4,0.0,2024-07-31,Online,Pune,763.34,July,2024,Working Day,3
2764,Kids,Lifestyle,Blazer Mid,UNKNOWN,2,0.0,2025-03-17,Retail,Kolkata,532.24,March,2025,Working Day,1
2765,Women,Soccer,Premier III,M,2,0.0,2025-06-24,Online,Mumbai,1609.7,June,2025,Working Day,2
2766,Women,Lifestyle,Dunk Low,UNKNOWN,1,0.0,2024-12-23,Retail,Mumbai,265.27,December,2024,Working Day,4
2767,Kids,Basketball,Zoom Freak,L,2,0.0,2025-07-21,Online,Delhi,1562.76,July,2025,Working Day,3
2768,Men,Basketball,LeBron 20,UNKNOWN,2,0.0,2025-01-03,Online,Pune,3525.96,January,2025,Working Day,1
2770,Men,Soccer,Tiempo Legend,9,2,0.0,2024-08-22,Online,Kolkata,1095.12,August,2024,Working Day,3
2771,Men,Running,Pegasus Turbo,M,2,0.0,2025-05-26,Online,Delhi,1804.67,May,2025,Working Day,2
2772,Kids,Basketball,Zoom Freak,12,2,0.0,2025-01-04,Online,Pune,2332.29,January,2025,Weekend,1
2773,Women,Training,ZoomX Invincible,M,1,1059.58,2025-04-02,Online,Hyderabad,1191.02,April,2025,Working Day,2
2774,Women,Running,Free RN,XL,2,0.0,2025-03-17,Online,Bangalore,585.97,March,2025,Working Day,1
2775,Men,Lifestyle,Air Force 1,UNKNOWN,2,0.0,2025-03-17,Online,Pune,2329.33,March,2025,Working Day,1
2776,Men,Training,Flex Trainer,L,2,0.0,2025-03-17,Retail,Mumbai,1143.68,March,2025,Working Day,1
2777,Kids,Basketball,Air Jordan,XL,2,0.0,2025-06-20,Retail,Kolkata,9.69,June,2025,Working Day,2
2778,Kids,Soccer,Phantom GT,11,0,0.0,2025-06-20,Online,Hyderabad,1006.73,June,2025,Working Day,2
2779,Kids,Basketball,Kyrie Flytrap,UNKNOWN,2,0.0,2024-12-06,Online,Bangalore,187.36,December,2024,Working Day,4
2780,Men,Training,Metcon 7,6,1,2929.95,2023-09-03,Online,Hyderabad,799.35,September,2023,Weekend,3
2781,Men,Training,Metcon 7,12,1,2094.91,2023-09-03,Retail,Bangalore,1504.31,September,2023,Weekend,3
2782,Women,Training,ZoomX Invincible,8,2,0.0,2024-09-08,Online,Pune,816.55,September,2024,Weekend,3
2783,Women,Running,React Infinity,UNKNOWN,2,0.0,2024-09-08,Retail,Pune,134.95,September,2024,Weekend,3
2784,Women,Basketball,Kyrie Flytrap,M,2,0.0,2025-01-28,Online,Pune,2982.03,January,2025,Working Day,1
2785,Women,Lifestyle,Blazer Mid,L,2,0.0,2024-10-20,Retail,Hyderabad,834.71,October,2024,Weekend,4
2786,Women,Lifestyle,Blazer Mid,9,2,0.0,2024-10-20,Online,Hyderabad,3872.35,October,2024,Weekend,4
2787,Kids,Training,Metcon 7,12,3,0.0,2024-08-31,Online,Pune,22.93,August,2024,Weekend,3
2788,Women,Soccer,Mercurial Superfly,M,2,0.0,2024-01-04,Retail,Hyderabad,18.4,January,2024,Working Day,1
2789,Kids,Lifestyle,Dunk Low,M,2,0.0,2024-01-15,Retail,Kolkata,1756.75,January,2024,Working Day,1
2790,Kids,Running,React Infinity,XL,2,0.0,2024-08-17,Retail,Delhi,2554.82,August,2024,Weekend,3
2791,Kids,Training,Metcon 7,M,2,0.0,2024-05-29,Retail,Delhi,1194.43,May,2024,Working Day,2
2792,Kids,Lifestyle,Waffle One,L,1,0.0,2025-05-08,Online,Kolkata,328.05,May,2025,Working Day,2
2793,Men,Running,Pegasus Turbo,XL,0,0.0,2024-10-12,Retail,Bangalore,922.24,October,2024,Weekend,4
2794,Women,Soccer,Mercurial Superfly,UNKNOWN,2,0.0,2023-11-08,Online,Mumbai,3833.78,November,2023,Working Day,4
2795,Women,Running,React Infinity,L,0,0.0,2023-11-08,Retail,Delhi,615.37,November,2023,Working Day,4
2796,Men,Lifestyle,Dunk Low,12,1,0.0,2023-11-08,Retail,Mumbai,2597.58,November,2023,Working Day,4
2797,Women,Lifestyle,Dunk Low,UNKNOWN,2,0.0,2025-03-30,Retail,Delhi,3158.47,March,2025,Weekend,1
2798,Kids,Lifestyle,Dunk Low,M,2,0.0,2025-07-08,Retail,Mumbai,430.88,July,2025,Working Day,3
2799,Kids,Training,SuperRep Go,UNKNOWN,3,3256.07,2025-07-08,Online,Mumbai,3165.65,July,2025,Working Day,3
2800,Women,Running,React Infinity,6,0,0.0,2025-03-13,Online,Delhi,1737.0,March,2025,Working Day,1
2801,Women,Running,React Infinity,8,2,0.0,2024-02-13,Retail,Mumbai,2966.12,February,2024,Working Day,1
2802,Men,Running,Free RN,L,3,0.0,2024-01-19,Online,Kolkata,231.73,January,2024,Working Day,1
2803,Women,Soccer,Mercurial Superfly,XL,0,0.0,2023-11-02,Online,Hyderabad,83.11,November,2023,Working Day,4
2804,Kids,Running,Pegasus Turbo,XL,1,0.0,2023-08-28,Online,Hyderabad,2270.96,August,2023,Working Day,3
2805,Women,Running,Pegasus Turbo,L,1,0.0,2023-08-28,Online,Pune,2037.76,August,2023,Working Day,3
2806,Kids,Basketball,Kyrie Flytrap,7,3,0.0,2024-02-10,Online,Bangalore,2407.08,February,2024,Weekend,1
2807,Kids,Training,ZoomX Invincible,L,2,0.0,2024-10-01,Online,Hyderabad,875.36,October,2024,Working Day,4
2808,Women,Running,Pegasus Turbo,L,0,0.0,2025-01-24,Online,Bangalore,65.85,January,2025,Working Day,1
2809,Women,Running,Free RN,UNKNOWN,0,0.0,2025-01-24,Retail,Mumbai,554.84,January,2025,Working Day,1
2810,Men,Running,Air Zoom,7,2,2766.83,2025-01-24,Retail,Hyderabad,405.67,January,2025,Working Day,1
2811,Men,Basketball,Zoom Freak,8,3,0.0,2025-01-24,Retail,Bangalore,77.61,January,2025,Working Day,1
2812,Men,Basketball,LeBron 20,UNKNOWN,2,18824.63,2024-08-08,Online,Kolkata,2570.01,August,2024,Working Day,3
2813,Men,Running,Free RN,M,4,0.0,2024-10-07,Online,Bangalore,2098.29,October,2024,Working Day,4
2814,Kids,Running,React Infinity,M,0,0.0,2024-10-07,Online,Delhi,1702.06,October,2024,Working Day,4
2815,Kids,Training,Flex Trainer,L,0,0.0,2025-01-22,Online,Kolkata,3281.98,January,2025,Working Day,1
2816,Men,Basketball,LeBron 20,M,3,0.0,2025-01-22,Retail,Hyderabad,916.13,January,2025,Working Day,1
2818,Kids,Soccer,Premier III,UNKNOWN,1,0.0,2025-05-08,Retail,Pune,797.91,May,2025,Working Day,2
2819,Kids,Soccer,Premier III,9,2,0.0,2025-01-20,Retail,Bangalore,593.62,January,2025,Working Day,1
2820,Women,Lifestyle,Blazer Mid,M,4,0.0,2024-08-05,Online,Mumbai,2078.39,August,2024,Working Day,3
2821,Kids,Lifestyle,Air Force 1,UNKNOWN,0,0.0,2025-04-08,Online,Delhi,2991.25,April,2025,Working Day,2
2822,Women,Lifestyle,Blazer Mid,11,2,0.0,2025-07-10,Retail,Bangalore,1145.98,July,2025,Working Day,3
2823,Men,Soccer,Mercurial Superfly,L,1,0.0,2024-07-27,Retail,Mumbai,1125.91,July,2024,Weekend,3
2824,Men,Basketball,Air Jordan,L,4,0.0,2024-11-02,Online,Mumbai,1620.37,November,2024,Weekend,4
2825,Kids,Training,SuperRep Go,M,2,0.0,2025-01-27,Retail,Pune,2322.87,January,2025,Working Day,1
2826,Kids,Lifestyle,Blazer Mid,M,2,0.0,2025-01-27,Retail,Bangalore,262.81,January,2025,Working Day,1
2827,Men,Basketball,Air Jordan,L,0,0.0,2025-01-27,Retail,Hyderabad,860.32,January,2025,Working Day,1
2828,Women,Training,ZoomX Invincible,XL,2,0.0,2024-09-05,Online,Hyderabad,831.4,September,2024,Working Day,3
2829,Men,Basketball,LeBron 20,XL,2,0.0,2024-07-17,Online,Kolkata,2539.92,July,2024,Working Day,3
2830,Men,Basketball,Air Jordan,UNKNOWN,1,1028.7,2024-11-10,Online,Delhi,1221.09,November,2024,Weekend,4
2831,Women,Training,SuperRep Go,7,4,0.0,2024-11-10,Online,Mumbai,3134.87,November,2024,Weekend,4
2832,Kids,Basketball,Kyrie Flytrap,UNKNOWN,0,0.0,2024-05-17,Retail,Hyderabad,752.0,May,2024,Working Day,2
2833,Women,Training,Flex Trainer,XL,4,0.0,2025-01-19,Online,Pune,16.04,January,2025,Weekend,1
2834,Kids,Training,Flex Trainer,M,1,0.0,2024-09-05,Retail,Kolkata,575.58,September,2024,Working Day,3
2835,Women,Lifestyle,Air Force 1,UNKNOWN,2,0.0,2024-10-07,Retail,Pune,1873.76,October,2024,Working Day,4
2836,Men,Basketball,Kyrie Flytrap,L,0,0.0,2025-07-22,Retail,Delhi,2729.87,July,2025,Working Day,3
2837,Women,Running,Pegasus Turbo,L,2,0.0,2025-01-08,Online,Mumbai,2191.17,January,2025,Working Day,1
2838,Women,Basketball,Air Jordan,XL,4,0.0,2025-01-08,Retail,Pune,990.99,January,2025,Working Day,1
2839,Men,Lifestyle,Waffle One,6,2,0.0,2025-03-03,Online,Hyderabad,2992.52,March,2025,Working Day,1
2841,Men,Basketball,LeBron 20,M,1,0.0,2025-01-19,Online,Delhi,2865.93,January,2025,Weekend,1
2842,Women,Soccer,Phantom GT,M,1,0.0,2025-01-19,Online,Bangalore,1193.98,January,2025,Weekend,1
2843,Men,Training,SuperRep Go,12,2,0.0,2025-04-25,Online,Mumbai,3574.05,April,2025,Working Day,2
2844,Men,Lifestyle,Waffle One,UNKNOWN,2,10003.12,2023-10-31,Retail,Mumbai,951.85,October,2023,Working Day,4
2845,Men,Training,ZoomX Invincible,UNKNOWN,2,0.0,2023-10-31,Retail,Pune,40.98,October,2023,Working Day,4
2846,Kids,Training,ZoomX Invincible,L,2,0.0,2024-10-29,Online,Pune,543.26,October,2024,Working Day,4
2847,Men,Training,Metcon 7,XL,0,0.0,2024-11-16,Online,Bangalore,3988.85,November,2024,Weekend,4
2848,Kids,Running,Free RN,8,2,0.0,2024-08-14,Online,Hyderabad,350.03,August,2024,Working Day,3
2850,Kids,Lifestyle,Waffle One,XL,2,0.0,2024-11-10,Retail,Pune,458.86,November,2024,Weekend,4
2851,Kids,Lifestyle,Blazer Mid,XL,2,0.0,2024-12-28,Online,Mumbai,1243.95,December,2024,Weekend,4
2852,Kids,Running,React Infinity,8,2,0.0,2025-02-06,Online,Delhi,234.16,February,2025,Working Day,1
2853,Women,Basketball,Kyrie Flytrap,XL,2,0.0,2025-02-06,Retail,Hyderabad,3841.05,February,2025,Working Day,1
2854,Women,Basketball,LeBron 20,UNKNOWN,1,0.0,2023-11-07,Online,Pune,1103.35,November,2023,Working Day,4
2855,Kids,Basketball,Air Jordan,UNKNOWN,2,0.0,2025-04-20,Online,Mumbai,425.73,April,2025,Weekend,2
2856,Kids,Basketball,Kyrie Flytrap,M,2,0.0,2023-10-12,Online,Kolkata,3137.85,October,2023,Working Day,4
2857,Women,Running,React Infinity,10,2,0.0,2024-08-25,Online,Kolkata,3197.09,August,2024,Weekend,3
2858,Kids,Lifestyle,Air Force 1,UNKNOWN,0,0.0,2024-10-26,Retail,Pune,2847.01,October,2024,Weekend,4
2859,Women,Lifestyle,Air Force 1,7,2,0.0,2025-04-07,Online,Pune,566.34,April,2025,Working Day,2
2860,Kids,Lifestyle,Air Force 1,XL,1,0.0,2025-04-07,Retail,Hyderabad,1365.3,April,2025,Working Day,2
2861,Kids,Training,ZoomX Invincible,XL,0,0.0,2025-04-20,Online,Pune,650.99,April,2025,Weekend,2
2862,Kids,Soccer,Phantom GT,9,4,635.22,2024-11-11,Retail,Delhi,1803.25,November,2024,Working Day,4
2863,Women,Training,Metcon 7,6,2,0.0,2024-11-23,Retail,Pune,711.07,November,2024,Weekend,4
2864,Kids,Soccer,Tiempo Legend,UNKNOWN,1,3545.18,2025-03-23,Online,Bangalore,1534.89,March,2025,Weekend,1
2865,Women,Soccer,Phantom GT,UNKNOWN,1,0.0,2024-12-16,Retail,Kolkata,94.06,December,2024,Working Day,4
2866,Kids,Training,SuperRep Go,11,2,0.0,2025-01-09,Online,Pune,273.28,January,2025,Working Day,1
2867,Men,Soccer,Mercurial Superfly,11,1,0.0,2025-02-20,Online,Hyderabad,3190.43,February,2025,Working Day,1
2868,Women,Running,React Infinity,M,2,0.0,2024-10-23,Retail,Delhi,688.14,October,2024,Working Day,4
2869,Kids,Soccer,Premier III,M,4,0.0,2024-07-26,Online,Pune,1550.3,July,2024,Working Day,3
2870,Kids,Training,Metcon 7,M,1,0.0,2024-10-05,Retail,Delhi,771.96,October,2024,Weekend,4
2871,Men,Training,Flex Trainer,M,1,0.0,2025-07-22,Retail,Bangalore,1002.21,July,2025,Working Day,3
2872,Men,Basketball,Kyrie Flytrap,M,2,0.0,2024-01-08,Online,Kolkata,3414.32,January,2024,Working Day,1
2873,Women,Running,Air Zoom,UNKNOWN,2,0.0,2024-03-04,Retail,Bangalore,3364.79,March,2024,Working Day,1
2874,Women,Soccer,Mercurial Superfly,L,2,0.0,2024-03-04,Retail,Delhi,109.71,March,2024,Working Day,1
2875,Women,Lifestyle,Dunk Low,L,4,0.0,2024-09-16,Retail,Bangalore,1559.28,September,2024,Working Day,3
2876,Kids,Lifestyle,Waffle One,UNKNOWN,2,0.0,2024-08-21,Retail,Hyderabad,94.98,August,2024,Working Day,3
2877,Women,Basketball,Kyrie Flytrap,UNKNOWN,2,0.0,2024-12-08,Retail,Kolkata,3327.04,December,2024,Weekend,4
2878,Women,Training,ZoomX Invincible,M,2,0.0,2025-02-03,Retail,Hyderabad,3968.86,February,2025,Working Day,1
2879,Kids,Basketball,Zoom Freak,M,2,0.0,2025-02-03,Retail,Bangalore,1053.25,February,2025,Working Day,1
2880,Kids,Basketball,Air Jordan,9,0,0.0,2025-05-19,Retail,Delhi,191.67,May,2025,Working Day,2
2882,Men,Training,Metcon 7,9,2,0.0,2025-03-24,Retail,Kolkata,127.44,March,2025,Working Day,1
2883,Kids,Soccer,Premier III,UNKNOWN,2,0.0,2025-03-24,Online,Delhi,1627.33,March,2025,Working Day,1
2884,Kids,Running,Pegasus Turbo,7,2,0.0,2025-05-10,Online,Hyderabad,156.47,May,2025,Weekend,2
2885,Women,Lifestyle,Blazer Mid,XL,0,0.0,2024-08-19,Retail,Kolkata,3394.27,August,2024,Working Day,3
2886,Kids,Running,Free RN,XL,0,0.0,2024-08-19,Retail,Pune,286.3,August,2024,Working Day,3
2887,Women,Lifestyle,Waffle One,L,2,0.0,2024-02-25,Online,Hyderabad,3747.95,February,2024,Weekend,1
2888,Kids,Running,Air Zoom,L,2,0.0,2025-06-24,Online,Pune,2320.49,June,2025,Working Day,2
2889,Women,Basketball,Zoom Freak,M,2,0.0,2024-09-01,Online,Hyderabad,2447.88,September,2024,Weekend,3
2890,Men,Soccer,Phantom GT,L,2,0.0,2025-05-23,Retail,Bangalore,147.78,May,2025,Working Day,2
2891,Women,Running,Air Zoom,UNKNOWN,0,0.0,2024-11-24,Retail,Hyderabad,439.35,November,2024,Weekend,4
2892,Women,Running,Free RN,M,4,0.0,2024-11-24,Online,Bangalore,1195.79,November,2024,Weekend,4
2893,Women,Running,React Infinity,10,1,0.0,2025-04-01,Retail,Delhi,780.43,April,2025,Working Day,2
2894,Women,Lifestyle,Air Force 1,L,2,0.0,2024-11-20,Retail,Hyderabad,1796.17,November,2024,Working Day,4
2895,Kids,Running,React Infinity,UNKNOWN,3,0.0,2024-08-03,Online,Pune,677.85,August,2024,Weekend,3
2896,Kids,Training,SuperRep Go,7,2,0.0,2025-02-15,Online,Delhi,1104.33,February,2025,Weekend,1
2897,Men,Lifestyle,Waffle One,UNKNOWN,1,0.0,2025-05-17,Retail,Kolkata,221.95,May,2025,Weekend,2
2898,Women,Running,Free RN,6,1,0.0,2025-05-17,Retail,Kolkata,744.45,May,2025,Weekend,2
2899,Men,Basketball,LeBron 20,L,3,0.0,2025-05-17,Online,Mumbai,91.78,May,2025,Weekend,2
2902,Kids,Basketball,Kyrie Flytrap,10,2,0.0,2025-05-13,Retail,Kolkata,2604.35,May,2025,Working Day,2
2903,Men,Soccer,Phantom GT,M,2,0.0,2024-09-05,Retail,Delhi,2944.26,September,2024,Working Day,3
2904,Women,Soccer,Tiempo Legend,9,2,7953.1,2025-04-29,Online,Bangalore,2711.75,April,2025,Working Day,2
2905,Men,Running,React Infinity,M,2,0.0,2025-07-15,Retail,Hyderabad,584.1,July,2025,Working Day,3
2906,Women,Lifestyle,Waffle One,7,1,0.0,2024-08-25,Retail,Delhi,291.45,August,2024,Weekend,3
2907,Men,Soccer,Premier III,L,2,0.0,2024-02-25,Retail,Kolkata,3790.63,February,2024,Weekend,1
2908,Men,Running,Pegasus Turbo,M,2,0.0,2024-11-22,Retail,Hyderabad,74.0,November,2024,Working Day,4
2909,Women,Running,Air Zoom,XL,2,0.0,2024-08-20,Retail,Pune,186.9,August,2024,Working Day,3
2910,Kids,Training,Flex Trainer,9,2,0.0,2025-04-15,Retail,Bangalore,1818.49,April,2025,Working Day,2
2911,Kids,Basketball,Zoom Freak,M,2,0.0,2023-10-26,Retail,Mumbai,927.88,October,2023,Working Day,4
2912,Kids,Running,React Infinity,XL,2,393.59,2024-03-07,Online,Bangalore,1218.22,March,2024,Working Day,1
